id,time,x1,y1,z1,,,,,,,x2,y2,z2,,,,,,,x3,y3,z3,,,,,,,x4,y4,z4,,,,,,
1011,8.425,0.887059,1.700912,1.371915,0.860571,1.674661,1.473627,-0.921841,1.740831,1.468332,0.865276,1.752469,-0.778755,0.834448,1.845753,-0.78268,-0.921711,1.134393,-0.011886,-0.948521,1.144831,0.065758,-1.012232,1.1503,-0.069789,-0.899569,1.6699,1.500423,-0.980845,1.695245,1.348885,1.033126,1.682037,1.431789,0.919632,1.882609,-0.69071
1012,8.433333,0.885946,1.700893,1.374134,0.859021,1.674134,1.475691,-0.923834,1.739782,1.462442,0.869518,1.753695,-0.775087,0.838427,1.846711,-0.779705,-0.928033,1.115045,-0.010591,-0.954558,1.128997,0.066452,-1.018206,1.131042,-0.069286,-0.901997,1.668629,1.494386,-0.982945,1.694824,1.342895,1.03177,1.681965,1.434561,0.923162,1.884489,-0.687779
1013,8.441667,0.885022,1.70077,1.376177,0.857588,1.67343,1.47745,-0.9255,1.738599,1.456773,0.873691,1.754853,-0.771369,0.842155,1.847751,-0.776621,-0.93403,1.097752,-0.00978,-0.960346,1.114814,0.066722,-1.023942,1.113571,-0.069012,-0.904241,1.667308,1.48884,-0.985005,1.693998,1.337229,1.030548,1.681766,1.437262,0.926604,1.886437,-0.684839
1014,8.45,0.884212,1.700462,1.378178,0.856274,1.672598,1.479132,-0.926911,1.737415,1.451297,0.877852,1.755916,-0.767535,0.845922,1.848573,-0.773529,-0.939753,1.082275,-0.009378,-0.965714,1.101967,0.066571,-1.029427,1.097629,-0.069129,-0.905966,1.666084,1.483368,-0.987042,1.693067,1.331993,1.029517,1.681369,1.439891,0.930028,1.888304,-0.681773
1015,8.458333,0.883565,1.700065,1.379963,0.855076,1.671637,1.480626,-0.928022,1.735975,1.446535,0.881949,1.756921,-0.763632,0.849569,1.84955,-0.77025,-0.945063,1.068353,-0.00967,-0.970682,1.090253,0.065756,-1.034598,1.083325,-0.069643,-0.907583,1.664327,1.47841,-0.989081,1.692111,1.327411,1.028456,1.680936,1.442506,0.93339,1.890183,-0.678568
1016,8.466667,0.883063,1.699429,1.381648,0.854032,1.670435,1.481999,-0.929081,1.734053,1.442328,0.885953,1.757998,-0.759669,0.853291,1.850173,-0.766895,-0.949987,1.055312,-0.010495,-0.974896,1.079579,0.064355,-1.039475,1.070277,-0.070493,-0.909166,1.662231,1.473867,-0.990994,1.69128,1.323332,1.027636,1.680354,1.44492,0.936648,1.892005,-0.675368
1017,8.475,0.882737,1.698554,1.383126,0.853174,1.669068,1.483291,-0.930086,1.73182,1.438775,0.889867,1.758998,-0.755618,0.856785,1.850994,-0.763384,-0.954721,1.042913,-0.011972,-0.97864,1.069477,0.062512,-1.044017,1.058226,-0.071719,-0.91063,1.659425,1.469675,-0.992934,1.690578,1.319739,1.026972,1.679765,1.447367,0.939856,1.893678,-0.672095
1018,8.483333,0.882616,1.697504,1.384542,0.85246,1.667641,1.484313,-0.931113,1.729051,1.435856,0.893703,1.759834,-0.751438,0.860222,1.851899,-0.759772,-0.95889,1.03048,-0.013145,-0.981911,1.059548,0.060485,-1.048096,1.046979,-0.073244,-0.912408,1.656141,1.465897,-0.994842,1.689816,1.316593,1.026458,1.679065,1.44973,0.943021,1.895335,-0.668643
1019,8.491667,0.882853,1.696245,1.385884,0.851844,1.666015,1.485206,-0.93234,1.725904,1.433306,0.897398,1.760787,-0.74724,0.86353,1.852625,-0.756138,-0.963177,1.017865,-0.01458,-0.98484,1.050182,0.058345,-1.051614,1.035889,-0.075151,-0.914377,1.652552,1.4623,-0.996822,1.688936,1.313673,1.026087,1.678235,1.452143,0.946139,1.896886,-0.665155
1020,8.5,0.883171,1.694879,1.386964,0.851381,1.664245,1.485989,-0.933673,1.722685,1.430825,0.901077,1.761662,-0.743044,0.86674,1.853285,-0.752389,-0.967182,1.005209,-0.015272,-0.987255,1.041641,0.056148,-1.054289,1.024957,-0.076943,-0.916679,1.648747,1.459198,-0.999184,1.687706,1.311082,1.025821,1.677348,1.45437,0.949174,1.898397,-0.661554
1021,8.508333,0.883593,1.693502,1.387952,0.850987,1.662468,1.486578,-0.935378,1.719441,1.428331,0.904591,1.762663,-0.73881,0.869826,1.854014,-0.748635,-0.970528,0.993797,-0.015649,-0.988952,1.034658,0.05362,-1.056096,1.015514,-0.079066,-0.918624,1.645206,1.455858,-1.001909,1.68609,1.308766,1.025674,1.676259,1.456712,0.952039,1.899942,-0.658054
1022,8.516667,0.884242,1.691988,1.388834,0.850691,1.660583,1.487011,-0.937505,1.716398,1.42593,0.907971,1.763576,-0.734566,0.872794,1.854665,-0.744868,-0.972746,0.984834,-0.016389,-0.989461,1.029828,0.050783,-1.056409,1.007688,-0.081598,-0.921155,1.642019,1.452957,-1.005084,1.683887,1.306618,1.025646,1.675093,1.458951,0.954776,1.901505,-0.654628
1023,8.525,0.884931,1.690437,1.389569,0.850517,1.658554,1.487264,-0.939977,1.713318,1.423528,0.911223,1.764352,-0.730234,0.875603,1.855237,-0.74109,-0.972747,0.979143,-0.01767,-0.988343,1.027823,0.047159,-1.054866,1.00204,-0.084749,-0.923425,1.638709,1.450183,-1.008551,1.681331,1.304642,1.02568,1.673727,1.461095,0.957368,1.903076,-0.651173
1024,8.533333,0.885689,1.688678,1.390216,0.85029,1.656468,1.487451,-0.942578,1.710312,1.421374,0.914358,1.765044,-0.725909,0.87823,1.855741,-0.737369,-0.970444,0.976719,-0.019963,-0.986005,1.028,0.042682,-1.051374,0.99837,-0.088833,-0.9261,1.635617,1.447852,-1.011955,1.678613,1.302902,1.025729,1.672135,1.463194,0.95979,1.904616,-0.647817
1025,8.541667,0.886518,1.686789,1.390705,0.850171,1.654276,1.487596,-0.94539,1.707022,1.419573,0.917511,1.765649,-0.721533,0.88076,1.856003,-0.733592,-0.965891,0.977122,-0.023449,-0.982073,1.030536,0.037392,-1.045857,0.996909,-0.094009,-0.928947,1.632324,1.445818,-1.015275,1.675742,1.301273,1.025858,1.670187,1.465111,0.962035,1.906084,-0.644492
1026,8.55,0.887483,1.684705,1.391149,0.850101,1.651984,1.487535,-0.948271,1.703572,1.418279,0.920504,1.766075,-0.717071,0.883142,1.85615,-0.729742,-0.959221,0.979922,-0.027923,-0.97683,1.034811,0.031002,-1.038692,0.997223,-0.100238,-0.932168,1.628782,1.44436,-1.018159,1.672926,1.299713,1.026035,1.668119,1.467029,0.964318,1.907326,-0.641254
1027,8.558333,0.88845,1.682412,1.391524,0.850139,1.649606,1.487525,-0.951466,1.699798,1.417266,0.923476,1.766449,-0.712782,0.885535,1.856153,-0.725736,-0.952216,0.984141,-0.033395,-0.971469,1.039993,0.024155,-1.030382,0.999225,-0.107499,-0.93576,1.625008,1.443125,-1.020548,1.670058,1.298181,1.026149,1.665786,1.468565,0.966547,1.908374,-0.637715
1028,8.566667,0.889519,1.679821,1.39176,0.850209,1.647112,1.487425,-0.954463,1.696247,1.416389,0.926391,1.766749,-0.708378,0.887844,1.856192,-0.721661,-0.945787,0.98875,-0.039441,-0.966371,1.045388,0.016824,-1.021642,1.002682,-0.115629,-0.939689,1.621209,1.442365,-1.022412,1.667025,1.29641,1.026512,1.663105,1.470242,0.968633,1.909375,-0.633988
1029,8.575,0.890587,1.677063,1.391915,0.850361,1.644409,1.48726,-0.957729,1.692423,1.415538,0.929263,1.767056,-0.704075,0.890272,1.856239,-0.717616,-0.939478,0.993488,-0.045707,-0.961416,1.051023,0.008997,-1.013162,1.007117,-0.124458,-0.94377,1.61744,1.441763,-1.024039,1.663682,1.294563,1.026869,1.660213,1.471632,0.970806,1.910157,-0.630142
1030,8.583333,0.891762,1.673937,1.391923,0.850666,1.641572,1.486865,-0.961028,1.689066,1.414405,0.932021,1.767452,-0.69962,0.892437,1.856295,-0.713327,-0.935011,0.997731,-0.052227,-0.956703,1.057032,0.000592,-1.005092,1.011863,-0.134004,-0.948008,1.613932,1.441168,-1.025501,1.660023,1.292556,1.027267,1.65704,1.472835,0.972909,1.910908,-0.626228
1031,8.591667,0.89301,1.670669,1.391832,0.850995,1.63858,1.486554,-0.964411,1.685681,1.413063,0.934697,1.767692,-0.695045,0.894423,1.856302,-0.708898,-0.931717,1.001841,-0.059482,-0.952276,1.063751,-0.009048,-0.996872,1.018137,-0.14504,-0.95214,1.610807,1.440661,-1.027095,1.656053,1.290458,1.027692,1.653477,1.473887,0.97484,1.911714,-0.622242
1032,8.6,0.894417,1.667072,1.391554,0.851525,1.635533,1.486172,-0.967668,1.682503,1.411733,0.937184,1.767914,-0.690498,0.896143,1.856116,-0.704391,-0.927805,1.008307,-0.068672,-0.946862,1.072044,-0.020334,-0.988694,1.026114,-0.156728,-0.956571,1.607697,1.440148,-1.028639,1.652218,1.288296,1.028347,1.649788,1.475059,0.976672,1.912409,-0.618385
1033,8.608333,0.895897,1.663141,1.391104,0.851966,1.632103,1.485372,-0.970535,1.679465,1.41028,0.939476,1.76811,-0.685817,0.897927,1.856055,-0.699934,-0.922362,1.017099,-0.080536,-0.940419,1.082028,-0.033402,-0.979718,1.036345,-0.17042,-0.960488,1.604879,1.439522,-1.030252,1.648625,1.286506,1.028922,1.645833,1.476074,0.978349,1.913122,-0.614444
1034,8.616667,0.897562,1.658944,1.390541,0.852534,1.628334,1.484448,-0.973174,1.676472,1.409113,0.941639,1.768267,-0.681167,0.899328,1.855924,-0.695259,-0.914123,1.02875,-0.094726,-0.932527,1.094169,-0.048193,-0.96969,1.04837,-0.185652,-0.964166,1.601916,1.438952,-1.03188,1.645427,1.2848,1.0296,1.64171,1.476981,0.979903,1.913802,-0.610396
1035,8.625,0.899345,1.654402,1.389794,0.853173,1.624407,1.483323,-0.975483,1.673676,1.408082,0.943565,1.768649,-0.676571,0.901151,1.856189,-0.690959,-0.903589,1.043151,-0.111599,-0.922157,1.108432,-0.06474,-0.958359,1.062602,-0.202608,-0.968216,1.599239,1.438522,-1.03359,1.642833,1.283559,1.030325,1.637436,1.47784,0.981346,1.91443,-0.606133
1036,8.633333,0.901233,1.649495,1.38903,0.853835,1.62015,1.482078,-0.977409,1.67102,1.407313,0.945297,1.769009,-0.672025,0.902628,1.856437,-0.686479,-0.890979,1.059456,-0.12984,-0.910646,1.124142,-0.0828,-0.94611,1.078761,-0.220949,-0.971001,1.596528,1.437808,-1.035491,1.640713,1.282484,1.031006,1.632981,1.478809,0.98279,1.914959,-0.601642
1037,8.641667,0.903245,1.644395,1.388117,0.854548,1.61561,1.480759,-0.979121,1.668523,1.406599,0.946803,1.769574,-0.667438,0.904203,1.857046,-0.682129,-0.877471,1.0777,-0.149921,-0.898421,1.14114,-0.101844,-0.933505,1.096776,-0.240506,-0.97387,1.593925,1.43703,-1.037406,1.639142,1.281697,1.031752,1.628433,1.479776,0.984081,1.915565,-0.596978
1038,8.65,0.905311,1.638966,1.387185,0.855271,1.610808,1.479264,-0.980687,1.666136,1.406013,0.947956,1.770244,-0.662915,0.905588,1.857715,-0.677664,-0.864013,1.096936,-0.170897,-0.886478,1.158789,-0.121351,-0.921027,1.116496,-0.260839,-0.976505,1.59149,1.436246,-1.039315,1.638058,1.281069,1.032484,1.623743,1.480802,0.985219,1.916047,-0.59213
1039,8.658333,0.907441,1.63331,1.386329,0.856084,1.605611,1.477848,-0.982134,1.664235,1.4054,0.948976,1.770931,-0.658322,0.906811,1.858371,-0.673293,-0.851723,1.116454,-0.191934,-0.874968,1.176761,-0.140997,-0.908989,1.137436,-0.281522,-0.979005,1.589353,1.435416,-1.041226,1.637322,1.280354,1.03316,1.618947,1.481893,0.986157,1.91654,-0.587382
1040,8.666667,0.909505,1.627367,1.385494,0.856816,1.600262,1.476411,-0.983608,1.662497,1.404678,0.949816,1.771586,-0.653829,0.908144,1.8593,-0.669068,-0.840751,1.136158,-0.212828,-0.864613,1.195253,-0.160502,-0.8977,1.159001,-0.302228,-0.981555,1.587516,1.434555,-1.04286,1.636753,1.279437,1.03375,1.613894,1.483093,0.986961,1.917142,-0.582495
1041,8.675,0.911467,1.621147,1.384723,0.857394,1.594627,1.475051,-0.985283,1.66121,1.403695,0.950502,1.772387,-0.649163,0.908808,1.860121,-0.664376,-0.831285,1.155963,-0.233236,-0.854958,1.214071,-0.179738,-0.887013,1.18145,-0.322607,-0.984343,1.586209,1.433505,-1.044306,1.63627,1.278322,1.034276,1.608651,1.484372,0.987523,1.917788,-0.577499
1042,8.683333,0.913381,1.614574,1.384196,0.857973,1.588764,1.473813,-0.987088,1.660319,1.402521,0.950901,1.773265,-0.6445,0.909464,1.861,-0.659868,-0.822976,1.17598,-0.253209,-0.846062,1.233632,-0.198748,-0.87712,1.204275,-0.342685,-0.986725,1.585319,1.432336,-1.045583,1.635798,1.276709,1.034673,1.603171,1.48571,0.98782,1.918436,-0.572551
1043,8.691667,0.915138,1.607746,1.383783,0.858378,1.582625,1.472888,-0.989189,1.659891,1.401101,0.951201,1.773965,-0.63989,0.909928,1.861841,-0.655289,-0.814984,1.197134,-0.272867,-0.837938,1.253309,-0.218067,-0.867854,1.22774,-0.362341,-0.98945,1.585028,1.431162,-1.046777,1.635234,1.274878,1.034832,1.597332,1.487217,0.987854,1.919086,-0.567591
1044,8.7,0.916625,1.600613,1.383753,0.858615,1.576185,1.472233,-0.99155,1.660012,1.399274,0.951382,1.774686,-0.635265,0.910113,1.862578,-0.650755,-0.807929,1.218487,-0.292172,-0.829888,1.274375,-0.236543,-0.859295,1.251812,-0.381478,-0.992255,1.585258,1.429797,-1.047916,1.634737,1.272655,1.03474,1.591071,1.489046,0.987607,1.919779,-0.562429
1045,8.708333,0.917841,1.593065,1.384038,0.858499,1.569603,1.471812,-0.994112,1.660607,1.3972,0.951342,1.775328,-0.630622,0.910129,1.863156,-0.646256,-0.800613,1.241139,-0.311474,-0.821828,1.296609,-0.255102,-0.851327,1.276523,-0.400403,-0.994995,1.586088,1.428213,-1.049149,1.634156,1.270119,1.034463,1.584396,1.49102,0.986975,1.920402,-0.55748
1046,8.716667,0.918691,1.585141,1.384602,0.858186,1.562628,1.47181,-0.996805,1.661373,1.394894,0.951199,1.775919,-0.626002,0.909876,1.863585,-0.641814,-0.792934,1.265327,-0.330724,-0.814424,1.319718,-0.273403,-0.843698,1.302212,-0.419256,-0.997827,1.587235,1.426564,-1.050336,1.633763,1.267434,1.03391,1.577335,1.493237,0.986008,1.920828,-0.552465
1047,8.725,0.919169,1.576805,1.3855,0.857578,1.555331,1.47211,-0.999557,1.66255,1.392403,0.95092,1.776337,-0.621494,0.909369,1.863876,-0.637252,-0.785802,1.289895,-0.350193,-0.806856,1.343479,-0.291398,-0.836844,1.328662,-0.437679,-1.0006,1.588712,1.424756,-1.051528,1.633475,1.264605,1.033098,1.569872,1.495496,0.984736,1.921226,-0.547307
1048,8.733333,0.919347,1.568025,1.386587,0.856815,1.547752,1.472929,-1.002229,1.663896,1.389899,0.950526,1.776734,-0.617145,0.908608,1.864208,-0.63278,-0.779108,1.315163,-0.369557,-0.799814,1.367598,-0.309598,-0.830802,1.356019,-0.455844,-1.003353,1.590286,1.422892,-1.052616,1.633391,1.26179,1.032099,1.562165,1.49774,0.983129,1.921533,-0.542039
1049,8.741667,0.919145,1.558636,1.387955,0.856053,1.539986,1.474208,-1.004825,1.665128,1.387419,0.949877,1.777242,-0.612883,0.907814,1.864651,-0.628158,-0.773587,1.340618,-0.389195,-0.793115,1.39193,-0.327665,-0.825558,1.384133,-0.473757,-1.006071,1.591765,1.420928,-1.053789,1.633593,1.258989,1.031117,1.554126,1.499983,0.98149,1.921538,-0.53653
1050,8.75,0.918681,1.548797,1.389359,0.855099,1.531855,1.475633,-1.007189,1.666325,1.385213,0.949169,1.777616,-0.6089,0.906918,1.86509,-0.62352,-0.76894,1.366636,-0.408989,-0.787007,1.416331,-0.345622,-0.820927,1.413267,-0.491606,-1.008679,1.59301,1.418927,-1.054929,1.634328,1.256419,1.030183,1.546048,1.502232,0.979611,1.921378,-0.53083
1051,8.758333,0.918312,1.538612,1.391128,0.854307,1.5235,1.477361,-1.009481,1.667295,1.383218,0.948218,1.778241,-0.604885,0.906017,1.865724,-0.618883,-0.764714,1.393327,-0.428536,-0.781372,1.441129,-0.363497,-0.816797,1.443183,-0.509087,-1.011366,1.594128,1.416801,-1.05618,1.635517,1.253862,1.029267,1.537934,1.504705,0.977699,1.921103,-0.524848
1052,8.766667,0.918212,1.528106,1.39306,0.853582,1.514982,1.479197,-1.011845,1.668528,1.381113,0.947372,1.778621,-0.600952,0.904871,1.866123,-0.614226,-0.760423,1.42062,-0.447631,-0.775885,1.466611,-0.380797,-0.813614,1.473386,-0.526002,-1.014042,1.594996,1.414588,-1.057488,1.637136,1.251446,1.028403,1.52981,1.507337,0.975496,1.920618,-0.518872
1053,8.775,0.918354,1.517565,1.395299,0.853029,1.506298,1.481071,-1.014559,1.669611,1.378999,0.946221,1.779056,-0.596985,0.903635,1.866474,-0.609651,-0.756028,1.448825,-0.465915,-0.770618,1.492672,-0.397657,-0.810263,1.50385,-0.541795,-1.016945,1.596206,1.412196,-1.05925,1.638776,1.248888,1.027556,1.52181,1.510347,0.973053,1.919811,-0.512744
1054,8.783333,0.91885,1.507132,1.397654,0.852601,1.497564,1.482967,-1.017485,1.671199,1.376574,0.94541,1.779364,-0.593213,0.902193,1.866611,-0.60505,-0.751429,1.477649,-0.48332,-0.765554,1.519331,-0.413535,-0.807032,1.53422,-0.556765,-1.019884,1.597573,1.409622,-1.06125,1.640465,1.246189,1.026764,1.513981,1.513847,0.970402,1.919014,-0.506752
1055,8.791667,0.919665,1.496818,1.400276,0.852295,1.488779,1.484851,-1.020629,1.673015,1.373881,0.94412,1.779172,-0.589253,0.900464,1.866369,-0.600379,-0.746918,1.506605,-0.49971,-0.760828,1.546432,-0.428656,-0.803662,1.5651,-0.571053,-1.022857,1.599425,1.406825,-1.063718,1.642066,1.243271,1.025909,1.506422,1.517729,0.967545,1.917925,-0.500924
1056,8.8,0.92067,1.486845,1.403081,0.85203,1.480059,1.4867,-1.024202,1.675042,1.370871,0.942464,1.778836,-0.585255,0.898495,1.865992,-0.595795,-0.742431,1.535967,-0.514898,-0.75648,1.573764,-0.442733,-0.800613,1.595353,-0.584359,-1.026176,1.601495,1.403961,-1.066484,1.643564,1.240117,1.024992,1.498852,1.522006,0.964448,1.916756,-0.495178
1057,8.808333,0.921848,1.47717,1.406108,0.851756,1.471529,1.488664,-1.028114,1.677315,1.367454,0.940667,1.778327,-0.581191,0.896308,1.865202,-0.591266,-0.737906,1.565682,-0.528851,-0.752572,1.601133,-0.455851,-0.797569,1.625428,-0.596836,-1.029647,1.603876,1.400805,-1.069404,1.645067,1.236617,1.024149,1.491296,1.526546,0.961185,1.915454,-0.489708
1058,8.816667,0.923021,1.467694,1.409311,0.851465,1.463221,1.490686,-1.03237,1.679785,1.363661,0.938724,1.77745,-0.57705,0.893965,1.864323,-0.586715,-0.734184,1.594606,-0.541981,-0.749177,1.628684,-0.468239,-0.794707,1.654882,-0.608518,-1.033383,1.606476,1.397417,-1.072402,1.646424,1.232814,1.023172,1.483633,1.531311,0.957697,1.913954,-0.484255
1059,8.825,0.924122,1.458353,1.412768,0.851187,1.455073,1.492938,-1.036842,1.682321,1.359579,0.936768,1.776676,-0.573333,0.891331,1.863141,-0.582093,-0.730717,1.623712,-0.554335,-0.746408,1.655724,-0.479766,-0.792311,1.684139,-0.619516,-1.037238,1.609259,1.393866,-1.075497,1.647516,1.228609,1.022184,1.47591,1.536162,0.954067,1.912289,-0.478705
1060,8.833333,0.925036,1.449103,1.416452,0.850912,1.447167,1.495528,-1.041353,1.684924,1.355072,0.934483,1.775734,-0.569186,0.888534,1.861924,-0.577389,-0.727382,1.652735,-0.565742,-0.743831,1.682802,-0.490453,-0.790557,1.713084,-0.629799,-1.041146,1.61217,1.390116,-1.078499,1.648379,1.224196,1.021192,1.468069,1.541155,0.950226,1.910449,-0.473049
1061,8.841667,0.925758,1.439978,1.42035,0.850531,1.439368,1.498362,-1.045869,1.687397,1.35028,0.932131,1.77473,-0.56509,0.885556,1.8606,-0.572641,-0.724832,1.68129,-0.576861,-0.742192,1.708747,-0.500756,-0.789494,1.741829,-0.63941,-1.045076,1.614903,1.386122,-1.081323,1.6492,1.219464,1.020216,1.460072,1.546178,0.946256,1.908415,-0.467461
1062,8.85,0.926398,1.430889,1.424445,0.850149,1.431804,1.501544,-1.050167,1.689738,1.345258,0.929549,1.773432,-0.560909,0.882317,1.859029,-0.56783,-0.723188,1.709158,-0.587504,-0.740798,1.734419,-0.510785,-0.78922,1.770129,-0.648299,-1.049041,1.617622,1.381807,-1.083965,1.649803,1.214542,1.019336,1.452073,1.551191,0.942171,1.906178,-0.461829
1063,8.858333,0.926895,1.421918,1.428764,0.84969,1.424486,1.504811,-1.054216,1.691919,1.340112,0.927091,1.771712,-0.556847,0.878803,1.857135,-0.562905,-0.722119,1.736475,-0.597769,-0.739798,1.759463,-0.520346,-0.789399,1.797861,-0.656564,-1.052823,1.620076,1.377357,-1.086384,1.65045,1.20938,1.018461,1.444177,1.556346,0.938007,1.903788,-0.456342
1064,8.866667,0.927463,1.413098,1.433263,0.849375,1.417237,1.508335,-1.058019,1.693714,1.334864,0.923924,1.770013,-0.552424,0.875181,1.855227,-0.558039,-0.720959,1.763465,-0.607083,-0.73877,1.784225,-0.529172,-0.790123,1.824781,-0.664172,-1.05641,1.622302,1.372612,-1.088566,1.651067,1.204147,1.017642,1.436385,1.561682,0.933732,1.901331,-0.450988
1065,8.875,0.92822,1.404465,1.437935,0.849138,1.410075,1.511833,-1.061286,1.69541,1.32951,0.920552,1.768252,-0.548011,0.87136,1.853179,-0.553192,-0.720603,1.789182,-0.615875,-0.738508,1.807872,-0.537556,-0.790891,1.850622,-0.671344,-1.059856,1.624148,1.367812,-1.090551,1.651868,1.198771,1.016772,1.428784,1.56733,0.929434,1.89875,-0.445606
1066,8.883333,0.929042,1.396086,1.442817,0.848957,1.403007,1.515318,-1.064307,1.696637,1.324278,0.91692,1.766372,-0.543855,0.867528,1.851214,-0.548496,-0.720214,1.814247,-0.623782,-0.737734,1.831915,-0.545121,-0.791682,1.875423,-0.67799,-1.063042,1.625537,1.362651,-1.092337,1.652701,1.193279,1.01577,1.421251,1.573182,0.925103,1.896191,-0.44035
1067,8.891667,0.930107,1.387834,1.447708,0.848774,1.39593,1.518788,-1.066979,1.697697,1.318715,0.91311,1.764544,-0.539735,0.863546,1.849295,-0.543856,-0.719781,1.838848,-0.630879,-0.737453,1.855384,-0.55202,-0.79244,1.899148,-0.684389,-1.065901,1.626692,1.357312,-1.094032,1.653748,1.18767,1.014748,1.413969,1.579282,0.920691,1.893504,-0.435132
1068,8.9,0.931235,1.379649,1.452771,0.848619,1.388957,1.52229,-1.069413,1.698721,1.312959,0.90922,1.762658,-0.535759,0.859645,1.847512,-0.539313,-0.718794,1.863322,-0.637525,-0.737116,1.878726,-0.558558,-0.793437,1.922276,-0.690391,-1.068511,1.627704,1.351536,-1.095599,1.654689,1.181811,1.013529,1.406842,1.585579,0.916157,1.890635,-0.429967
1069,8.908333,0.932289,1.371583,1.457953,0.848426,1.382008,1.525785,-1.071394,1.699719,1.307035,0.905272,1.760808,-0.531877,0.855516,1.845608,-0.534852,-0.718617,1.887572,-0.644182,-0.73658,1.901871,-0.564864,-0.794547,1.945486,-0.696204,-1.070704,1.6286,1.345647,-1.097138,1.65557,1.175711,1.012251,1.399959,1.591945,0.911508,1.887878,-0.424794
1070,8.916667,0.933173,1.363413,1.463288,0.848174,1.375185,1.529434,-1.073075,1.700486,1.300854,0.901164,1.758889,-0.528039,0.851257,1.843601,-0.530445,-0.71757,1.91226,-0.650701,-0.735846,1.924916,-0.571224,-0.796004,1.968029,-0.701508,-1.072565,1.629366,1.339437,-1.098559,1.656401,1.169448,1.010846,1.393262,1.598281,0.906778,1.88485,-0.419739
1071,8.925,0.933925,1.355489,1.468704,0.847929,1.368507,1.53322,-1.074432,1.701311,1.294322,0.896974,1.756777,-0.52418,0.846718,1.841355,-0.525944,-0.716873,1.936875,-0.657245,-0.734806,1.947877,-0.577318,-0.797667,1.990594,-0.706254,-1.074151,1.63019,1.333052,-1.099741,1.657197,1.162971,1.009398,1.387016,1.60459,0.901986,1.882031,-0.41502
1072,8.933333,0.934455,1.347739,1.474238,0.847542,1.361838,1.537298,-1.075537,1.702042,1.287704,0.892568,1.754568,-0.520306,0.84196,1.838963,-0.521429,-0.716061,1.961857,-0.663413,-0.733724,1.970665,-0.583201,-0.79924,2.013132,-0.710725,-1.075774,1.630912,1.326338,-1.100739,1.657915,1.15627,1.007983,1.381035,1.610749,0.896999,1.87886,-0.410011
1073,8.941667,0.934939,1.340093,1.479835,0.847221,1.355413,1.5415,-1.076369,1.702873,1.280724,0.887804,1.752137,-0.516384,0.836887,1.836555,-0.516764,-0.714973,1.986993,-0.669073,-0.732666,1.993153,-0.588561,-0.800512,2.035615,-0.714885,-1.076758,1.631926,1.319593,-1.101537,1.658517,1.149313,1.006651,1.375589,1.616809,0.892191,1.875733,-0.405162
1074,8.95,0.935326,1.332894,1.485579,0.846868,1.349205,1.545807,-1.076978,1.703715,1.273519,0.882759,1.749805,-0.512631,0.831568,1.834084,-0.511912,-0.713588,2.011831,-0.673937,-0.731798,2.015188,-0.593343,-0.801072,2.057832,-0.718763,-1.077626,1.632834,1.312639,-1.10227,1.659031,1.142315,1.005409,1.370496,1.622739,0.887675,1.872592,-0.400635
1075,8.958333,0.935724,1.326,1.491324,0.846609,1.343354,1.550253,-1.077441,1.70447,1.266211,0.87709,1.747784,-0.508873,0.826166,1.831845,-0.506944,-0.712076,2.036145,-0.677758,-0.730927,2.036714,-0.59715,-0.801061,2.079568,-0.72231,-1.078374,1.633808,1.305483,-1.102794,1.659544,1.135052,1.00413,1.365986,1.628716,0.883147,1.869413,-0.395879
1076,8.966667,0.936263,1.319619,1.497193,0.846405,1.337864,1.554652,-1.077881,1.705299,1.258693,0.871556,1.745672,-0.505331,0.820823,1.829686,-0.502481,-0.71053,2.059609,-0.680754,-0.730519,2.05733,-0.600415,-0.800535,2.100693,-0.725578,-1.079047,1.634629,1.29818,-1.103165,1.660104,1.127625,1.002981,1.361666,1.634768,0.878635,1.866186,-0.391276
1077,8.975,0.937017,1.313797,1.503111,0.846353,1.332825,1.55897,-1.078276,1.706094,1.251081,0.866088,1.7436,-0.501761,0.815601,1.827652,-0.498024,-0.708974,2.082287,-0.683194,-0.730335,2.077202,-0.603216,-0.799651,2.121349,-0.728481,-1.0796,1.635452,1.290726,-1.103445,1.66073,1.120074,1.001771,1.357773,1.641005,0.874026,1.863075,-0.386791
1078,8.983333,0.937919,1.30845,1.509034,0.846393,1.328369,1.563229,-1.078569,1.706876,1.243229,0.860636,1.741507,-0.49817,0.810546,1.825883,-0.493605,-0.707556,2.104334,-0.685087,-0.730375,2.096237,-0.605759,-0.798634,2.141542,-0.73113,-1.079955,1.636375,1.282885,-1.103499,1.661352,1.112278,1.000525,1.354075,1.647345,0.869568,1.860314,-0.382484
1079,8.991667,0.938933,1.303837,1.514915,0.846546,1.324478,1.567357,-1.078686,1.707759,1.23512,0.854968,1.739501,-0.494733,0.805498,1.824096,-0.489564,-0.706452,2.125642,-0.686885,-0.730441,2.114644,-0.608283,-0.797763,2.161155,-0.733683,-1.080195,1.637238,1.274922,-1.103318,1.662005,1.104118,0.999223,1.350722,1.653868,0.864997,1.857327,-0.378159
